tourney_id,tourney_name,surface,tourney_level,tourney_date,score,round,minutes,winner_rank,loser_rank,tie-break,bagel,year
2016-M020,Brisbane,Hard,A,20160104,6-2 7-5,R32,84,65,61,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-0 6-3,R32,67,197,76,0,1,2016
2016-M020,Brisbane,Hard,A,20160104,6-4 6-3,R32,69,18,71,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-3 6-2,R32,67,87,813,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,4-6 6-3 7-5,R32,143,78,117,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-4 6-4,R32,82,16,37,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,3-6 6-4 6-3,R32,113,20,120,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,4-6 6-3 6-2,R32,103,69,129,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,7-6(8) 6-4,R32,102,51,60,1,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-3 7-6(10),R32,125,28,15,1,0,2016
2016-M020,Brisbane,Hard,A,20160104,7-6(3) 6-1,R32,70,22,32,1,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-2 6-4,R32,79,277,231,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-3 6-4,R16,89,8,65,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,7-6(6) 4-6 7-6(4),R16,157,18,197,2,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-7(2) 6-1 6-4,R16,145,14,87,1,0,2016
2016-M020,Brisbane,Hard,A,20160104,7-6(5) 4-6 6-3,R16,122,78,16,1,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-3 6-2,R16,56,20,69,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,7-5 7-6(3),R16,106,13,51,1,0,2016
2016-M020,Brisbane,Hard,A,20160104,5-7 7-6(6) 6-2,R16,167,28,22,1,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-2 6-1,R16,55,3,277,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-3 1-6 6-3,QF,119,18,8,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-4 6-4,QF,76,14,78,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,2-6 7-6(4) 6-4,QF,119,20,13,1,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-4 6-7(4) 6-4,QF,127,3,28,1,0,2016
2016-M020,Brisbane,Hard,A,20160104,7-6(5) 7-6(5),SF,107,14,18,2,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-1 6-4,SF,60,3,20,0,0,2016
2016-M020,Brisbane,Hard,A,20160104,6-4 6-4,F,87,14,3,0,0,2016
2016-0891,Chennai,Hard,A,20160104,6-2 6-0,R32,60,248,98,0,1,2016
2016-0891,Chennai,Hard,A,20160104,6-4 7-6(5),R32,89,106,107,1,0,2016
2016-0891,Chennai,Hard,A,20160104,7-5 7-6(6),R32,106,45,39,1,0,2016
2016-0891,Chennai,Hard,A,20160104,6-7(5) 6-4 7-6(6),R32,158,92,91,2,0,2016
2016-0891,Chennai,Hard,A,20160104,6-7(0) 6-4 6-4,R32,139,104,89,1,0,2016
2016-0891,Chennai,Hard,A,20160104,7-6(5) 2-6 6-4,R32,151,44,84,1,0,2016
2016-0891,Chennai,Hard,A,20160104,6-7(3) 7-6(4) 6-2,R32,135,38,152,2,0,2016
2016-0891,Chennai,Hard,A,20160104,1-6 6-3 6-4,R32,118,157,259,0,0,2016
2016-0891,Chennai,Hard,A,20160104,6-3 6-4,R32,85,55,70,0,0,2016
2016-0891,Chennai,Hard,A,20160104,4-6 7-5 6-2,R32,140,27,96,0,0,2016
2016-0891,Chennai,Hard,A,20160104,3-6 7-5 7-6(1),R32,124,449,73,1,0,2016
2016-0891,Chennai,Hard,A,20160104,6-3 3-6 6-3,R32,103,185,177,0,0,2016
2016-0891,Chennai,Hard,A,20160104,3-6 6-4 6-4,R16,109,248,164,0,0,2016
2016-0891,Chennai,Hard,A,20160104,5-7 6-3 6-4,R16,131,45,106,0,0,2016
2016-0891,Chennai,Hard,A,20160104,6-4 6-1,R16,75,25,92,0,0,2016
2016-0891,Chennai,Hard,A,20160104,6-2 7-5,R16,90,44,104,0,0,2016
2016-0891,Chennai,Hard,A,20160104,6-4 7-5,R16,77,157,38,0,0,2016
2016-0891,Chennai,Hard,A,20160104,7-5 7-5,R16,84,19,55,0,0,2016
2016-0891,Chennai,Hard,A,20160104,7-6(5) 6-1,R16,85,27,449,1,0,2016
2016-0891,Chennai,Hard,A,20160104,6-3 6-2,R16,52,4,185,0,0,2016
2016-0891,Chennai,Hard,A,20160104,6-7(5) 6-4 6-3,QF,138,45,248,1,0,2016
2016-0891,Chennai,Hard,A,20160104,3-6 6-4 7-6(1),QF,150,44,25,1,0,2016
2016-0891,Chennai,Hard,A,20160104,6-4 7-5,QF,89,19,157,0,0,2016
2016-0891,Chennai,Hard,A,20160104,6-4 6-4,QF,77,4,27,0,0,2016
2016-0891,Chennai,Hard,A,20160104,7-6(5) 6-7(5) 6-3,SF,176,44,45,2,0,2016
2016-0891,Chennai,Hard,A,20160104,6-3 6-4,SF,65,4,19,0,0,2016
2016-0891,Chennai,Hard,A,20160104,6-3 7-5,F,86,4,44,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-7(5) 6-3 6-1,R32,120,5,67,1,0,2016
2016-0451,Doha,Hard,A,20160104,5-7 6-1 7-5,R32,139,66,195,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-2 6-4,R32,64,79,114,0,0,2016
2016-0451,Doha,Hard,A,20160104,3-6 6-1 6-4,R32,128,85,29,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-7(8) 6-3 6-2,R32,137,94,7,1,0,2016
2016-0451,Doha,Hard,A,20160104,4-6 6-4 6-1,R32,118,50,58,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-3 4-6 7-6(7),R32,165,95,54,1,0,2016
2016-0451,Doha,Hard,A,20160104,6-1 6-1,R32,46,31,1512,0,0,2016
2016-0451,Doha,Hard,A,20160104,3-6 7-6(4) 7-5,R32,145,75,17,1,0,2016
2016-0451,Doha,Hard,A,20160104,6-2 6-3,R32,70,102,43,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-4 6-2,R32,61,82,90,0,0,2016
2016-0451,Doha,Hard,A,20160104,7-5 6-4,R32,77,6,62,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-1 6-2,R32,64,35,97,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-4 0-6 6-4,R32,119,64,68,0,1,2016
2016-0451,Doha,Hard,A,20160104,7-6(4) 7-6(4),R32,116,49,103,2,0,2016
2016-0451,Doha,Hard,A,20160104,6-2 6-2,R32,51,1,118,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-3 6-2,R16,65,5,66,0,0,2016
2016-0451,Doha,Hard,A,20160104,7-6(6) 6-1,R16,85,79,85,1,0,2016
2016-0451,Doha,Hard,A,20160104,6-4 6-2,R16,78,94,50,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-2 6-4,R16,66,31,95,0,0,2016
2016-0451,Doha,Hard,A,20160104,5-7 6-3 7-6(3),R16,145,102,75,1,0,2016
2016-0451,Doha,Hard,A,20160104,6-0 6-4,R16,65,6,82,0,1,2016
2016-0451,Doha,Hard,A,20160104,6-2 6-4,R16,71,35,64,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-2 6-2,R16,69,1,49,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-3 5-7 6-4,QF,127,5,79,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-3 7-6(3),QF,94,94,31,1,0,2016
2016-0451,Doha,Hard,A,20160104,6-3 6-2,QF,81,6,102,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-3 7-5,QF,93,1,35,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-3 6-4,SF,77,5,94,0,0,2016
2016-0451,Doha,Hard,A,20160104,6-3 7-6(3),SF,102,1,6,1,0,2016
2016-0451,Doha,Hard,A,20160104,6-1 6-2,F,73,1,5,0,0,2016
2016-0301,Auckland,Hard,A,20160111,7-6(8) 6-3,R32,84,34,98,1,0,2016
2016-0301,Auckland,Hard,A,20160111,6-3 6-4,R32,66,100,55,0,0,2016
2016-0301,Auckland,Hard,A,20160111,6-4 2-6 7-6(3),R32,115,21,33,1,0,2016
2016-0301,Auckland,Hard,A,20160111,6-7(5) 7-6(10) 2-1 RET,R32,115,60,49,2,0,2016
2016-0301,Auckland,Hard,A,20160111,6-2 6-3,R32,66,46,365,0,0,2016
2016-0301,Auckland,Hard,A,20160111,6-3 7-5,R32,76,25,42,0,0,2016
2016-0301,Auckland,Hard,A,20160111,7-6(4) 7-5,R32,87,39,23,1,0,2016
2016-0301,Auckland,Hard,A,20160111,6-0 6-4,R32,49,26,56,0,1,2016
2016-0301,Auckland,Hard,A,20160111,6-4 6-1,R32,67,64,59,0,0,2016
2016-0301,Auckland,Hard,A,20160111,6-4 7-6(4),R32,86,18,679,1,0,2016
2016-0301,Auckland,Hard,A,20160111,7-6(5) 6-4,R32,91,54,27,1,0,2016
2016-0301,Auckland,Hard,A,20160111,6-3 3-6 6-3,R32,98,299,32,0,0,2016
2016-0301,Auckland,Hard,A,20160111,6-3 6-4,R16,66,10,34,0,0,2016
2016-0301,Auckland,Hard,A,20160111,6-1 6-1,R16,47,21,100,0,0,2016
2016-0301,Auckland,Hard,A,20160111,7-6(8) 6-7(4) 6-4,R16,133,11,60,2,0,2016
2016-0301,Auckland,Hard,A,20160111,6-4 7-6(3),R16,86,25,46,1,0,2016
2016-0301,Auckland,Hard,A,20160111,6-2 6-4,R16,75,26,39,0,0,2016
2016-0301,Auckland,Hard,A,20160111,7-6(8) 7-6(5),R16,106,12,64,2,0,2016
2016-0301,Auckland,Hard,A,20160111,6-4 7-6(5),R16,79,54,18,1,0,2016
2016-0301,Auckland,Hard,A,20160111,6-2 6-4,R16,65,8,299,0,0,2016
2016-0301,Auckland,Hard,A,20160111,7-5 7-6(4),QF,102,10,21,1,0,2016
2016-0301,Auckland,Hard,A,20160111,7-5 2-6 6-3,QF,101,25,11,0,0,2016
2016-0301,Auckland,Hard,A,20160111,1-6 6-4 6-4,QF,98,26,12,0,0,2016
2016-0301,Auckland,Hard,A,20160111,6-3 6-4,QF,71,8,54,0,0,2016
2016-0301,Auckland,Hard,A,20160111,3-6 7-6(3) 6-4,SF,136,25,10,1,0,2016
2016-0301,Auckland,Hard,A,20160111,3-6 6-1 6-2,SF,79,26,8,0,0,2016
2016-0301,Auckland,Hard,A,20160111,6-1 1-0 RET,F,28,25,26,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-1 6-4,R32,57,38,40,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-3 6-2,R32,70,134,72,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-2 6-3,R32,63,31,63,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-4 6-4,R32,70,41,265,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-2 7-6(5),R32,94,195,58,1,0,2016
2016-M001,Sydney,Hard,A,20160111,6-1 6-4,R32,66,36,37,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-4 4-6 6-2,R32,102,29,61,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-4 7-5,R32,98,71,44,0,0,2016
2016-M001,Sydney,Hard,A,20160111,7-6(3) 6-3,R32,95,43,93,1,0,2016
2016-M001,Sydney,Hard,A,20160111,6-4 6-3,R32,92,50,35,0,0,2016
2016-M001,Sydney,Hard,A,20160111,7-6(4) 7-6(5),R32,102,52,66,2,0,2016
2016-M001,Sydney,Hard,A,20160111,6-2 4-0 RET,R32,57,149,45,0,0,2016
2016-M001,Sydney,Hard,A,20160111,7-6(2) 2-2 RET,R16,58,38,20,1,0,2016
2016-M001,Sydney,Hard,A,20160111,7-6(5) 6-4,R16,93,31,134,1,0,2016
2016-M001,Sydney,Hard,A,20160111,7-6(2) 6-4,R16,97,28,41,1,0,2016
2016-M001,Sydney,Hard,A,20160111,7-6(6) 6-2,R16,78,36,195,1,0,2016
2016-M001,Sydney,Hard,A,20160111,6-3 1-6 6-3,R16,89,71,29,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-1 6-4,R16,61,22,43,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-3 6-3,R16,75,50,52,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-2 6-2,R16,49,17,149,0,0,2016
2016-M001,Sydney,Hard,A,20160111,7-6(5) 6-3,QF,1146,38,31,1,0,2016
2016-M001,Sydney,Hard,A,20160111,4-6 6-3 6-4,QF,134,28,36,0,0,2016
2016-M001,Sydney,Hard,A,20160111,4-6 6-3 6-3,QF,105,22,71,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-3 3-0 RET,QF,49,50,17,0,0,2016
2016-M001,Sydney,Hard,A,20160111,6-2 7-6(4),SF,105,28,38,1,0,2016
2016-M001,Sydney,Hard,A,20160111,3-6 6-4 6-4,SF,124,22,50,0,0,2016
2016-M001,Sydney,Hard,A,20160111,2-6 6-1 7-6(7),F,136,22,28,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-2 6-4,R128,115,1,52,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-7 6-4 7-5,R128,201,187,78,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-1,R128,54,69,102,0,0,2016
2016-580,Australian Open,Hard,G,20160118,3-6 7-6 6-4 7-6,R128,220,29,44,2,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 6-4 2-1,R128,103,53,24,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 2-6 1-6 6-4 6-4,R128,207,174,50,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 3-6 6-1 6-4,R128,144,91,72,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-7 6-3 6-2 6-4,R128,167,15,39,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 4-6 6-4 6-2,R128,146,10,46,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 3-6 6-0 6-4,R128,154,310,76,0,1,2016
2016-580,Australian Open,Hard,G,20160118,5-7 6-4 7-6 6-2,R128,189,167,62,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 7-6 7-6,R128,151,328,18,3,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-4 6-4,R128,129,27,97,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 7-6 4-6 6-1,R128,144,151,55,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-1 6-3,R128,91,103,243,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-3 6-3,R128,115,7,34,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-1 6-2,R128,72,3,118,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 3-6 6-4 6-2,R128,128,35,85,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 7-6 7-5,R128,139,210,251,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 7-6 6-3,R128,145,28,57,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 7-6 4-6 7-6,R128,186,20,36,2,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-7 6-3 7-6,R128,173,73,696,2,0,2016
2016-580,Australian Open,Hard,G,20160118,1-6 7-6 4-6 6-3 6-1,R128,192,81,88,1,0,2016
2016-580,Australian Open,Hard,G,20160118,3-6 6-3 6-4 6-4,R128,156,16,60,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-7 7-5 6-2 6-4,R128,173,13,98,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-2 6-3,R128,104,61,40,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-7 4-6 6-4 6-2,R128,136,77,58,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-3 4-6 2-6 6-2,R128,196,21,43,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 7-5 6-2,R128,91,30,68,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 6-1 6-4,R128,121,41,117,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 6-4 6-4,R128,131,138,65,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 6-1 6-2,R128,105,6,96,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 4-6 3-6 7-6 6-2,R128,281,45,5,2,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 6-3 2-6 6-2,R128,121,87,101,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 6-4 6-4,R128,117,74,134,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 2-6 6-7 6-3 13-11,R128,283,31,79,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 6-3 6-2,R128,83,25,124,0,0,2016
2016-580,Australian Open,Hard,G,20160118,4-6 6-2 6-2 6-2,R128,133,63,92,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-2 6-2,R128,100,225,132,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 6-7 6-3 3-0,R128,168,93,12,2,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 6-4 6-4,R128,86,14,90,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 3-6 4-6 7-6 8-6,R128,287,42,104,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 3-6 6-3 6-2,R128,114,108,100,0,0,2016
2016-580,Australian Open,Hard,G,20160118,4-6 4-6 6-1 7-6 6-3,R128,209,26,71,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 3-6 0-6 6-3 6-4,R128,147,22,155,0,1,2016
2016-580,Australian Open,Hard,G,20160118,7-6 7-5 5-7 6-7 6-1,R128,216,51,99,2,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-3 6-7 6-2,R128,196,188,125,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 6-3,R128,94,4,,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-4 6-2,R128,96,8,223,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 6-2 6-4,R128,143,308,129,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-3 6-2,R128,90,37,143,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-4 7-6,R128,125,32,49,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 6-0 6-4,R128,88,19,185,0,1,2016
2016-580,Australian Open,Hard,G,20160118,2-6 3-6 6-3 7-5 6-1,R128,186,75,110,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 4-6 6-1 6-4,R128,143,80,106,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 7-6 6-3,R128,105,11,56,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-7 6-4 6-4 6-4,R128,179,17,59,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 7-6 6-7 7-6,R128,219,64,,4,0,2016
2016-580,Australian Open,Hard,G,20160118,3-6 5-7 7-6 5-0,R128,165,95,89,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 7-6 6-7 7-6,R128,239,38,23,4,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-4 6-3,R128,127,33,94,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 1-6 6-3 6-2,R128,136,70,47,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 6-4 3-6 6-3,R128,158,67,48,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 6-2 6-3,R128,127,2,83,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 6-2 7-6,R64,100,1,187,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 6-4 6-4,R64,126,29,69,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 3-6 6-7 7-5 6-2,R64,253,53,174,2,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 5-7 7-6 4-6 7-5,R64,238,15,91,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 6-1 6-4,R64,103,10,310,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-4 6-0,R64,82,167,328,0,1,2016
2016-580,Australian Open,Hard,G,20160118,4-6 6-1 7-6 6-3,R64,149,27,151,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 7-6 6-3,R64,113,7,103,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 7-5 6-1,R64,93,3,35,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 4-6 6-2 7-5,R64,159,28,210,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-1 6-3,R64,101,20,73,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 0-6 6-4 6-2,R64,157,16,81,0,1,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-3 7-6,R64,139,13,61,1,0,2016
2016-580,Australian Open,Hard,G,20160118,4-6 6-2 4-6 6-2 6-1,R64,170,21,77,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 7-5 7-6,R64,118,30,41,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-0 6-3,R64,98,6,138,0,1,2016
2016-580,Australian Open,Hard,G,20160118,4-6 6-3 6-3 7-6,R64,169,87,45,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 7-6 7-6,R64,128,74,31,2,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 6-4 6-1,R64,100,25,63,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 6-7 4-6 7-5 7-5,R64,216,225,93,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 7-6 7-5,R64,175,14,42,2,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 7-6 7-6,R64,150,26,108,2,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 7-6 6-3,R64,136,51,22,2,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-3 6-4,R64,121,4,188,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-4 6-4,R64,152,8,308,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-2 6-2,R64,88,32,37,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 6-7 7-6 6-7 6-4,R64,271,19,75,4,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 7-6 7-6,R64,140,11,80,2,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-2 6-7 7-5,R64,181,17,64,1,0,2016
2016-580,Australian Open,Hard,G,20160118,4-6 6-4 6-2 4-6 7-5,R64,218,95,38,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 7-5 3-6 6-1,R64,156,33,70,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-0 6-4 6-1,R64,91,2,67,0,1,2016
2016-580,Australian Open,Hard,G,20160118,6-1 7-5 7-6,R32,141,1,29,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-2 6-1,R32,102,15,53,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 7-6 7-6,R32,132,10,167,2,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 2-6 6-3 6-4,R32,168,7,27,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 3-6 6-1 6-4,R32,160,3,28,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 3-6 7-6 7-5,R32,178,16,20,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 7-6 7-5,R32,155,21,13,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-4 1-6 6-4,R32,147,6,30,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 3-6 6-1 7-6,R32,155,74,87,1,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 6-3 6-2,R32,104,25,225,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-3 6-4,R32,106,14,26,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-3 7-6,R32,115,4,51,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 6-4 6-4,R32,105,8,32,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-7 7-6 6-2 6-4,R32,173,11,19,2,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 7-6 6-2,R32,128,17,95,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 3-6 6-2 6-2,R32,158,2,33,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-7 6-4 4-6 6-3,R16,272,1,15,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-2 6-4,R16,122,7,10,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-2 6-1 6-4,R16,88,3,16,0,0,2016
2016-580,Australian Open,Hard,G,20160118,4-6 6-4 6-3 1-6 6-3,R16,198,6,21,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-5 3-6 6-3 7-6,R16,157,25,74,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-3 5-7 4-6 6-3,R16,224,14,4,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-4 7-5,R16,124,8,11,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-4 6-4 7-6,R16,150,2,17,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-2 6-4,QF,127,1,7,0,0,2016
2016-580,Australian Open,Hard,G,20160118,7-6 6-2 6-4,QF,136,3,6,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 3-6 6-3 6-4,QF,137,14,25,0,0,2016
2016-580,Australian Open,Hard,G,20160118,6-3 6-7 6-2 6-3,QF,200,2,8,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 6-2 3-6 6-3,SF,139,1,3,0,0,2016
2016-580,Australian Open,Hard,G,20160118,4-6 7-5 6-7 6-4 6-2,SF,243,2,14,1,0,2016
2016-580,Australian Open,Hard,G,20160118,6-1 7-5 7-6,F,173,1,2,1,0,2016
2016-0375,Montpellier,Hard,A,20160201,6-7(3) 6-4 7-5,R32,143,85,103,1,0,2016
2016-0375,Montpellier,Hard,A,20160201,4-6 7-6(4) 6-3,R32,121,156,116,1,0,2016
2016-0375,Montpellier,Hard,A,20160201,7-6(5) 6-2,R32,79,121,38,1,0,2016
2016-0375,Montpellier,Hard,A,20160201,6-1 6-4,R32,78,93,155,0,0,2016
2016-0375,Montpellier,Hard,A,20160201,6-3 6-0,R32,63,78,693,0,1,2016
2016-0375,Montpellier,Hard,A,20160201,6-4 7-6(5),R32,94,136,17,1,0,2016
2016-0375,Montpellier,Hard,A,20160201,6-4 3-6 6-4,R32,113,107,33,0,0,2016
2016-0375,Montpellier,Hard,A,20160201,6-3 7-5,R32,86,108,54,0,0,2016
2016-0375,Montpellier,Hard,A,20160201,7-5 7-5,R32,89,133,106,0,0,2016
2016-0375,Montpellier,Hard,A,20160201,7-5 7-5,R32,97,53,109,0,0,2016
2016-0375,Montpellier,Hard,A,20160201,6-2 6-2,R32,55,97,61,0,0,2016
2016-0375,Montpellier,Hard,A,20160201,6-4 6-3,R32,68,82,171,0,0,2016
2016-0375,Montpellier,Hard,A,20160201,7-6(4) 7-6(1),R16,110,85,13,2,0,2016
2016-0375,Montpellier,Hard,A,20160201,6-3 6-4,R16,79,121,156,0,0,2016
2016-0375,Montpellier,Hard,A,20160201,6-3 6-3,R16,68,93,21,0,0,2016
2016-0375,Montpellier,Hard,A,20160201,4-6 6-1 6-4,R16,105,78,136,0,0,2016
